params,mean_test_score,std_test_score
"{'eval_metric': 'logloss', 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8438542825361512,0.0011960963941938898
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8438542825361512,0.0013092739054343574
"{'eval_metric': 'error', 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8438542825361512,0.0011960963941938898
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8438542825361512,0.0013092739054343574
"{'eval_metric': 'auc', 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8438542825361512,0.0011960963941938898
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8438542825361512,0.0013092739054343574
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8436225435669261,0.0012032587120640909
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8436225435669261,0.0012032587120640909
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8436225435669261,0.0012032587120640909
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8436225435669261,0.0017673040382774868
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8436225435669261,0.0017673040382774868
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8436225435669261,0.0017673040382774868
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8434835001853912,0.0017192470329061447
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8434835001853912,0.0017192470329061447
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8434835001853912,0.0017192470329061447
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8434371523915463,0.001979436086768868
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8434371523915463,0.001979436086768868
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8434371523915463,0.001979436086768868
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.843066370040786,0.0001310913572833719
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.843066370040786,0.0016464886603941042
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.843066370040786,0.0001310913572833719
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.843066370040786,0.0016464886603941042
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.843066370040786,0.0001310913572833719
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.843066370040786,0.0016464886603941042
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.843020022246941,0.0017029266843598245
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.843020022246941,0.0017029266843598245
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.843020022246941,0.0017029266843598245
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8429736744530961,0.0005714139787698027
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8429736744530961,0.0005714139787698027
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8429736744530961,0.0005714139787698027
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8427882832777159,0.0012658973195910279
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8427882832777159,0.0011924991036585896
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8427882832777159,0.0011924991036585896
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8427882832777159,0.0012658973195910279
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8427882832777159,0.0012658973195910279
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8427882832777159,0.0011924991036585896
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8426492398961809,0.0005825827349822328
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8426492398961809,0.0005825827349822328
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8426492398961809,0.0005825827349822328
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8425101965146459,0.0021610202496987097
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8425101965146459,0.0021610202496987097
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8425101965146459,0.0021610202496987097
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8424638487208008,0.0012279978957630304
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8424638487208008,0.0012279978957630304
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8424638487208008,0.0012279978957630304
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.842417500926956,0.0007973975961292741
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.842417500926956,0.0007973975961292741
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.842417500926956,0.0007973975961292741
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8422784575454209,0.001030131199985756
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8422784575454209,0.001030131199985756
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'objective': 'binary:logistic'}",0.8422784575454209,0.001030131199985756
"{'eval_metric': 'auc', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8421394141638858,0.0020820427739354883
"{'eval_metric': 'error', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8421394141638858,0.0020820427739354883
"{'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8421394141638858,0.0020820427739354883
"{'eval_metric': 'logloss', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8418149796069706,0.0009521059781319112
"{'eval_metric': 'auc', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8418149796069706,0.0009521059781319112
"{'eval_metric': 'error', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8418149796069706,0.0009521059781319112
"{'eval_metric': 'error', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8417222840192807,0.0006936702608034752
"{'eval_metric': 'auc', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8417222840192807,0.0006936702608034752
"{'eval_metric': 'logloss', 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'objective': 'binary:logistic'}",0.8417222840192807,0.0006936702608034752
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8410270671116056,0.002047712461473328
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8410270671116056,0.002047712461473328
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8410270671116056,0.002047712461473328
"{'eval_metric': 'auc', 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8409807193177605,0.0020063830943560994
"{'eval_metric': 'error', 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8409807193177605,0.0020063830943560994
"{'eval_metric': 'logloss', 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'objective': 'binary:logistic'}",0.8409807193177605,0.0020063830943560994
"{'eval_metric': 'logloss', 'learning_rate': 0.01, 'max_depth': 2, 'n_estimators': 500, 'objective': 'binary:logistic'}",0.8409807193177604,0.002531794639181987
