params,mean_test_score,std_test_score
"{'eval_metric': 'merror', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.6064179393002126,0.00262694981772533
"{'eval_metric': 'mlogloss', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.6064179393002126,0.00262694981772533
"{'eval_metric': 'mlogloss', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'objective': 'multi:softmax'}",0.6060957535923706,0.0013608294401664218
"{'eval_metric': 'merror', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 200, 'objective': 'multi:softmax'}",0.6060957535923706,0.0013608294401664218
"{'eval_metric': 'merror', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 500, 'objective': 'multi:softmax'}",0.6055802564598235,0.001342397490559929
"{'eval_metric': 'mlogloss', 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 500, 'objective': 'multi:softmax'}",0.6055802564598235,0.001342397490559929
"{'eval_metric': 'mlogloss', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'objective': 'multi:softmax'}",0.6054513821766866,0.001232755104691598
"{'eval_metric': 'merror', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'objective': 'multi:softmax'}",0.6054513821766866,0.001232755104691598
"{'eval_metric': 'merror', 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'objective': 'multi:softmax'}",0.6048070107610025,0.000809962310070012
"{'eval_metric': 'mlogloss', 'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'objective': 'multi:softmax'}",0.6048070107610025,0.000809962310070012
"{'eval_metric': 'merror', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'objective': 'multi:softmax'}",0.6046136993362974,0.0012855169368683405
"{'eval_metric': 'mlogloss', 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 50, 'objective': 'multi:softmax'}",0.6046136993362974,0.0012855169368683405
"{'eval_metric': 'mlogloss', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 500, 'objective': 'multi:softmax'}",0.6040982022037502,0.00041760040585139265
"{'eval_metric': 'merror', 'learning_rate': 0.05, 'max_depth': 2, 'n_estimators': 500, 'objective': 'multi:softmax'}",0.6040982022037502,0.00041760040585139265
"{'eval_metric': 'mlogloss', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.6037115793543398,0.0037584036526625854
"{'eval_metric': 'merror', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.6037115793543398,0.0037584036526625854
"{'eval_metric': 'merror', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 50, 'objective': 'multi:softmax'}",0.603260519363361,0.002707893728906623
"{'eval_metric': 'mlogloss', 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 50, 'objective': 'multi:softmax'}",0.603260519363361,0.002707893728906623
"{'eval_metric': 'merror', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.6031960822217926,0.0009112787952658657
"{'eval_metric': 'mlogloss', 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.6031960822217926,0.0009112787952658657
