params,mean_test_score,std_test_score
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7660931761067079,0.0057432257117487374
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7660931761067079,0.0057432257117487374
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7656421161157291,0.0049217491987701275
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7656421161157291,0.0049217491987701275
"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7654488046910238,0.004982120440770074
"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7654488046910238,0.004982120440770074
"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7642244990012242,0.003921676410774637
"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7642244990012242,0.003921676410774637
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7640956247180876,0.004037489579952443
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7640956247180876,0.004037489579952443
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 30), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7638378761518139,0.0053440111132458026
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 30), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7638378761518139,0.0061239019887965795
"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7638378761518139,0.0035164027707048793
"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'adaptive', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7638378761518139,0.0035164027707048793
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 30), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",0.7638378761518139,0.0061239019887965795
"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 30), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",0.7638378761518139,0.0053440111132458026
